,Spot,Up,Down
952,72.769997,70.37,70.37
953,109.910004,71.82,71.32
954,114.339996,72.77,72.27
955,74.800003,109.91,109.91
956,68.779999,120.0,114.34
957,58.009998,219.2,74.8
958,55.669998,110.0,68.78
959,50.09,69.86,64.97
960,51.5,62.27,62.27
961,49.549999,50.09,50.09
962,48.349998,59.0,51.5
963,47.5,59.0,49.55
964,47.68,58.41,48.35
965,49.200001,55.0,47.5
966,60.0,54.0,47.68
967,80.050003,65.83,65.83
968,94.599998,90.0,71.93
969,98.620003,90.0,80.05
970,93.68,222.0,94.6
971,88.32,222.0,98.62
972,79.989998,222.0,93.68
973,75.910004,121.02,88.32
974,74.959999,89.0,79.99
975,76.190002,76.2,75.91
976,80.18,74.96,74.96
977,94.150002,76.19,50.0
978,109.860001,80.18,49.98
979,88.089996,119.15,94.15
980,73.260002,260.0,109.86
981,64.190002,112.7,88.09
982,58.650002,87.6,73.26
983,53.139999,75.0,63.69
984,55.639999,68.0,50.0
985,53.130001,67.24,53.14
986,51.66,59.5,47.0
987,50.040001,53.13,46.0
988,50.02,51.66,45.52
989,57.41,50.04,50.04
990,72.639999,89.0,50.02
991,170.380005,118.0,65.08
992,238.699997,100.0,63.85
993,197.770004,170.38,90.38
994,128.940002,238.7,52.64
995,95.68,197.77,90.77
996,82.5,258.0,128.94
997,74.989998,121.8,95.68
998,81.300003,118.0,82.5
999,87.68,118.0,74.99
1000,111.599998,81.3,48.0
1001,197.190002,87.68,46.79
1002,155.399994,111.6,46.79
1003,99.309998,197.19,46.79
1004,76.160004,155.4,49.0
1005,63.830002,99.31,45.0
1006,59.099998,76.16,45.0
1007,53.689999,63.83,46.79
1008,51.049999,59.1,48.4
1009,49.09,53.69,53.69
1010,49.220001,68.0,51.05
1011,48.139999,55.0,49.09
1012,47.77,55.0,49.22
1013,50.169998,55.0,48.14
1014,74.32,52.8,47.77
1015,170.300003,80.12,80.12
1016,249.979996,80.01,48.2
1017,198.220001,170.3,170.3
1018,117.970001,249.98,249.98
1019,78.019997,198.22,51.0
1020,71.040001,117.97,48.0
1021,59.48,78.02,48.0
1022,58.810001,71.04,48.0
1023,58.16,59.48,59.48
1024,65.730003,62.89,48.4
1025,72.989998,58.16,48.0
1026,79.949997,65.73,50.0
1027,70.139999,72.99,50.0
1028,61.259998,79.95,50.0
1029,55.48,70.14,50.0
1030,54.009998,61.26,50.0
1031,48.540001,55.48,55.48
1032,48.07,54.01,54.01
1033,47.139999,48.54,48.54
1034,47.02,48.07,44.0
1035,45.580002,47.14,44.0
1036,44.68,47.02,43.5
1037,45.419998,49.0,45.58
1038,45.720001,49.0,44.68
1039,48.869999,49.0,45.42
1040,60.02,48.0,45.72
1041,64.540001,48.87,48.87
1042,62.669998,60.02,60.02
1043,58.709999,64.54,64.54
1044,50.060001,62.67,62.67
1045,47.16,94.12,58.71
1046,47.07,63.36,50.06
1047,48.34,55.0,44.2
1048,54.790001,47.07,42.4
1049,64.379997,48.34,42.4
1050,72.959999,54.79,45.32
1051,69.0,64.38,48.0
1052,58.490002,72.96,48.0
1053,50.919998,69.0,46.0
1054,49.240002,58.49,46.0
1055,46.34,50.92,42.0
1056,45.720001,49.24,42.0
1057,44.610001,46.34,42.0
1058,43.599998,45.72,38.4
1059,42.900002,44.61,36.0
1060,42.369999,43.6,36.0
1061,42.139999,42.9,36.0
1062,42.529999,42.37,36.0
1063,43.610001,42.14,36.0
1064,45.970001,42.53,36.0
1065,46.400002,43.61,36.0
1066,46.130001,45.97,40.34
1067,46.07,46.4,43.0
1068,45.130001,46.13,46.13
1069,43.59,46.07,46.07
1070,42.52,45.13,45.13
1071,43.84,43.59,36.0
1072,46.110001,42.52,36.0
1073,56.389999,43.84,36.0
1074,63.560001,46.11,36.0
1075,58.5,56.39,41.0
1076,49.529999,63.56,47.0
1077,46.259998,58.5,46.3
1078,45.740002,49.53,49.53
1079,42.799999,46.26,46.26
1080,39.150002,45.74,42.0
1081,38.619999,42.8,42.09
1082,37.98,39.15,39.15
1083,37.490002,38.62,34.0
1084,39.049999,37.98,33.61
1085,43.91,37.49,32.0
1086,49.689999,39.05,32.0
1087,99.949997,55.76,32.09
1088,197.970001,69.04,40.0
1089,110.860001,99.95,44.0
1090,91.519997,197.97,44.0
1091,69.730003,110.86,44.0
1092,59.32,91.52,41.68
1093,56.439999,69.73,44.0
1094,50.279999,59.32,49.32
1095,49.139999,63.19,63.19
1096,51.02,69.62,69.62
1097,73.489998,68.07,68.07
1098,69.720001,90.0,71.15
1099,62.400002,119.0,73.49
1100,55.66,150.0,71.54
1101,48.200001,150.0,62.4
1102,50.009998,73.0,55.66
1103,46.110001,67.23,54.06
1104,46.290001,50.01,50.01
1105,44.279999,46.11,46.0
1106,43.52,45.18,45.18
1107,42.220001,44.28,40.0
1108,42.349998,43.52,40.0
1109,44.970001,42.22,37.0
1110,51.68,42.35,35.0
1111,71.099998,44.97,35.0
1112,79.050003,78.0,40.84
1113,79.910004,79.0,71.1
1114,79.949997,80.0,79.05
1115,75.029999,80.0,45.5
1116,73.57,79.95,48.8
1117,65.059998,79.0,75.03
1118,75.029999,73.57,73.57
1119,73.089996,68.0,65.06
1120,75.980003,79.0,75.03
1121,83.910004,73.09,73.09
1122,79.959999,75.98,45.0
1123,56.630001,83.91,44.0
1124,48.860001,79.96,44.0
1125,48.240002,58.89,44.0
1126,47.380001,55.52,45.72
1127,43.049999,64.9,45.72
1128,42.009998,63.57,63.57
1129,41.360001,47.59,47.59
1130,40.0,47.68,47.68
1131,37.400002,47.39,47.39
1132,38.040001,40.8,40.0
1133,38.689999,43.12,43.12
1134,40.610001,78.0,55.46
1135,52.119999,248.0,96.42
1136,60.080002,400.0,197.95
1137,61.189999,74.88,48.3
1138,56.389999,75.18,44.38
1139,51.799999,78.6,44.38
1140,47.599998,87.24,44.38
1141,45.709999,74.01,42.0
1142,46.439999,73.77,41.0
1143,47.34,75.47,40.97
1144,53.799999,74.89,40.65
1145,62.5,74.9,40.6
1146,73.019997,92.78,42.26
1147,65.730003,174.9,174.9
1148,57.599998,99.68,99.68
1149,48.369999,74.06,74.06
1150,47.580002,68.34,53.0
1151,44.990002,66.83,66.83
1152,42.259998,69.87,43.15
1153,41.009998,45.92,40.0
1154,39.099998,51.07,39.0
1155,38.77,49.97,36.0
1156,37.779999,48.98,35.0
1157,40.049999,48.88,34.0
1158,45.959999,52.44,35.0
1159,60.16,76.42,76.42
1160,61.900002,91.41,40.0
1161,59.150002,92.82,43.0
1162,50.959999,86.75,86.75
1163,48.459999,89.57,41.2
1164,45.380001,85.89,41.2
1165,43.630001,76.17,76.17
1166,43.610001,69.69,69.69
1167,42.639999,76.25,76.25
1168,43.490002,76.09,76.09
1169,47.599998,74.06,74.06
1170,54.0,80.09,80.09
1171,48.380001,92.45,92.45
1172,42.0,72.03,72.03
1173,39.419998,65.0,65.0
1174,37.59,63.31,63.31
1175,36.41,50.89,50.89
1176,37.099998,41.92,41.92
1177,37.02,36.41,36.41
1178,36.939999,37.1,37.1
1179,36.630001,37.02,37.02
1180,37.599998,36.94,36.94
1181,38.959999,36.63,36.63
1182,43.630001,40.84,40.84
1183,55.939999,69.51,69.51
1184,60.389999,78.53,38.5
1185,58.0,69.96,69.96
1186,52.700001,78.68,78.68
1187,47.619999,70.64,70.64
1188,46.18,70.0,70.0
1189,43.400002,70.15,70.15
1190,43.59,62.12,62.12
1191,49.919998,65.0,65.0
1192,56.84,99.55,69.55
1193,60.990002,78.0,37.0
1194,62.529999,75.42,37.0
1195,57.970001,80.16,38.0
1196,49.040001,79.45,40.0
1197,45.860001,57.97,57.97
1198,45.84,51.63,37.21
1199,41.68,53.99,36.0
1200,39.509998,51.17,34.3
1201,37.66,41.13,32.0
1202,36.349998,39.51,33.76
1203,36.060001,37.66,32.0
1204,36.07,36.35,32.0
1205,34.139999,36.06,30.0
1206,36.130001,36.07,28.0
1207,37.009998,52.33,25.0
1208,38.950001,53.36,27.0
1209,38.130001,53.31,31.0
1210,36.27,53.54,31.32
1211,36.080002,56.48,31.0
1212,35.470001,60.86,32.0
1213,34.91,47.26,47.26
1214,34.650002,36.09,31.0
1215,34.450001,49.0,31.0
1216,36.939999,53.67,32.5
1217,40.009998,53.54,53.54
1218,44.91,68.75,34.0
1219,39.84,71.64,34.0
1220,36.279999,68.14,68.14
1221,33.290001,44.15,35.0
1222,32.869999,36.28,31.81
1223,31.48,33.29,26.42
1224,29.940001,32.87,26.42
1225,29.48,31.48,26.42
1226,28.73,29.94,20.0
1227,28.67,29.48,17.63
1228,29.0,28.73,10.0
1229,29.76,28.67,8.0
1230,29.91,29.0,7.0
1231,30.040001,29.76,7.0
1232,32.130001,29.91,9.79
1233,34.580002,30.04,20.84
1234,33.419998,32.13,24.0
1235,33.169998,34.58,28.4
1236,33.66,33.42,30.0
1237,33.610001,38.2,33.17
1238,34.27,40.1,33.66
1239,35.950001,40.1,33.61
1240,42.560001,40.0,34.27
1241,55.18,40.0,35.95
1242,58.060001,40.12,40.12
1243,56.610001,42.46,42.46
1244,50.110001,49.0,44.57
1245,41.939999,43.54,43.54
1246,43.869999,42.28,39.5
1247,40.639999,40.94,39.2
1248,40.040001,40.99,40.99
1249,39.41,41.1,39.46
1250,38.009998,41.0,35.0
1251,37.77,38.19,35.0
1252,37.220001,36.99,35.99
1253,39.290001,36.86,36.86
1254,49.490002,37.22,34.88
1255,57.849998,39.29,34.77
1256,58.990002,53.5,37.41
1257,55.040001,57.85,57.85
1258,46.880001,58.99,39.0
1259,45.52,55.04,37.0
1260,44.52,57.0,37.0
1261,43.59,62.8,50.41
1262,44.75,62.8,47.26
1263,51.970001,57.0,46.36
1264,59.240002,67.0,44.75
1265,66.599998,64.4,37.5
1266,72.900002,47.11,37.5
1267,65.68,61.85,38.0
1268,57.970001,60.02,38.0
1269,51.610001,44.37,36.24
1270,46.869999,41.52,36.0
1271,37.560001,41.01,36.0
1272,36.200001,39.98,34.77
1273,36.380001,37.56,34.77
1274,36.139999,36.2,36.2
1275,37.220001,35.33,35.33
1276,37.630001,35.09,35.09
1277,39.060001,36.14,36.14
1278,42.950001,39.18,36.53
1279,56.950001,40.3,37.93
1280,59.220001,39.79,39.79
1281,56.200001,41.88,36.0
1282,49.869999,42.91,36.0
1283,41.860001,41.87,35.0
1284,39.900002,41.21,35.0
1285,38.900002,72.0,37.5
1286,39.0,66.2,39.18
1287,39.740002,78.0,38.9
1288,47.369999,70.0,39.0
1289,59.450001,63.0,39.74
1290,58.369999,66.2,44.82
1291,58.029999,59.45,59.45
1292,50.060001,78.0,58.37
1293,42.91,128.0,52.16
1294,39.099998,118.0,43.05
1295,35.220001,42.14,29.0
1296,29.860001,39.1,39.1
1297,26.809999,58.0,34.37
1298,24.17,51.0,29.86
1299,22.48,53.0,26.81
1300,25.23,53.0,24.17
1301,27.389999,66.2,22.48
1302,31.809999,85.0,25.88
1303,45.16,260.0,50.75
1304,37.830002,79.0,53.2
1305,36.009998,81.0,57.81
1306,35.68,53.06,53.06
1307,34.290001,50.85,50.85
1308,32.630001,75.0,49.01
1309,33.02,64.8,34.29
1310,33.84,42.0,32.63
1311,34.209999,34.99,23.0
1312,35.540001,43.0,25.0
1313,53.779999,34.21,34.08
1314,59.459999,51.0,35.5
1315,36.529999,100.0,43.92
1316,34.439999,94.45,45.03
1317,32.560001,54.0,32.0
1318,30.09,33.44,21.0
1319,27.950001,32.56,20.7
1320,24.83,30.09,13.57
1321,23.91,27.95,4.85
1322,23.700001,24.83,0.5
1323,24.139999,23.91,4.0
1324,25.540001,23.7,4.0
1325,27.76,24.14,13.81
1326,31.51,25.54,15.51
1327,37.439999,31.71,21.0
1328,38.330002,36.55,19.38
1329,37.380001,40.45,22.29
1330,37.009998,39.85,22.29
1331,35.91,39.89,22.29
1332,35.220001,39.84,23.4
1333,35.48,34.87,24.23
1334,35.110001,34.2,23.4
1335,34.91,37.62,23.0
1336,34.259998,37.91,23.0
1337,41.93,33.9,24.0
1338,48.099998,36.08,24.0
1339,36.540001,64.8,29.0
1340,34.639999,55.0,27.0
1341,32.860001,35.48,25.0
1342,29.719999,33.63,23.13
1343,29.540001,31.91,23.0
1344,26.209999,28.11,20.0
1345,25.9,25.62,17.8
1346,25.299999,24.04,21.0
1347,25.73,22.21,21.0
1348,26.08,21.23,21.23
1349,28.32,21.86,21.86
1350,33.150002,24.48,24.48
1351,37.720001,35.46,19.5
1352,38.52,40.42,22.0
1353,37.369999,42.56,25.37
1354,34.25,58.08,26.35
1355,31.58,53.95,29.0
1356,28.99,53.98,28.74
1357,26.879999,38.05,24.39
1358,25.82,32.8,18.07
1359,26.299999,39.71,14.64
1360,29.07,40.05,15.61
1361,34.060001,34.52,15.61
1362,36.369999,36.25,18.92
1363,32.75,37.73,20.0
1364,29.1,35.31,27.32
1365,28.99,32.75,21.0
1366,28.92,29.1,21.0
1367,29.01,25.77,19.77
1368,44.0,25.16,19.77
1369,40.490002,24.36,19.82
1370,40.439999,24.38,20.0
1371,38.400002,24.1,11.0
1372,39.09,24.14,11.0
1373,39.610001,24.38,11.0
1374,43.34,24.95,14.95
1375,48.689999,25.27,20.0
1376,53.720001,26.25,20.1
1377,52.369999,35.4,22.0
1378,45.619999,36.2,22.0
1379,41.0,38.03,22.91
1380,38.709999,38.8,22.19
1381,36.849998,37.89,32.0
1382,36.380001,36.95,31.0
1383,37.0,35.84,30.0
1384,41.07,35.32,28.35
1385,54.599998,35.78,28.35
1386,58.950001,36.34,30.31
1387,57.5,37.29,31.0
1388,54.27,37.74,35.0
1389,47.400002,36.45,36.45
1390,46.049999,34.94,32.0
1391,42.900002,35.22,32.0
1392,35.130001,34.16,34.16
1393,34.720001,24.68,24.68
1394,34.490002,23.8,23.8
1395,34.630001,23.23,-0.49
1396,35.009998,22.26,-0.5
1397,39.439999,21.59,1.0
1398,40.060001,22.27,0.0
1399,41.0,22.88,6.81
1400,42.040001,22.95,6.0
1401,40.43,23.55,0.0
1402,38.900002,29.22,-0.49
1403,38.77,35.58,9.0
1404,36.0,35.66,8.83
1405,27.24,33.79,9.0
1406,26.030001,25.45,11.0
1407,35.400002,23.85,9.91
1408,37.970001,23.49,-0.5
1409,53.099998,23.62,-0.5
1410,58.630001,32.53,0.0
1411,59.279999,36.61,0.0
1412,55.27,38.15,15.0
1413,48.25,37.56,15.0
1414,49.060001,36.3,15.0
1415,43.610001,36.0,9.0
1416,42.5,35.11,9.0
1417,40.959999,24.22,15.38
1418,41.0,20.15,20.15
1419,40.950001,19.34,19.34
1420,40.799999,18.88,9.13
1421,44.939999,20.19,5.0
1422,56.099998,23.46,4.0
1423,65.089996,36.63,4.0
1424,66.379997,43.0,38.45
1425,59.16,43.0,41.39
1426,52.400002,42.23,42.23
1427,43.41,41.72,41.72
1428,41.040001,41.26,41.26
1429,39.91,45.0,39.81
1430,40.029999,47.0,39.04
1431,40.75,47.0,38.75
1432,42.080002,45.0,38.59
1433,55.779999,42.0,38.28
1434,68.489998,38.24,38.24
1435,64.989998,39.1,39.1
1436,57.360001,40.28,40.28
1437,50.849998,47.0,38.52
1438,47.200001,45.0,37.51
1439,41.099998,45.0,36.42
1440,44.32,45.0,31.87
1441,43.889999,45.0,23.97
1442,43.360001,23.91,-0.49
1443,42.139999,23.54,-0.49
1444,42.099998,23.16,13.0
1445,47.27,24.38,14.79
1446,55.91,25.76,23.0
1447,66.07,38.71,38.71
1448,71.040001,40.06,40.06
1449,58.73,48.01,39.0
1450,51.02,68.98,40.0
1451,44.68,56.91,40.0
1452,43.360001,49.44,40.13
1453,43.790001,47.49,40.35
1454,43.34,47.77,47.77
1455,45.220001,42.62,42.62
1456,53.200001,40.72,37.0
1457,58.630001,39.97,37.0
1458,79.309998,40.25,34.0
1459,78.620003,41.96,36.0
1460,63.450001,53.23,39.5
1461,56.919998,41.98,38.0
1462,55.48,39.93,36.93
1463,52.130001,39.54,39.54
1464,45.52,38.89,22.0
1465,44.720001,37.36,22.11
1466,43.810001,25.16,10.0
1467,43.93,25.06,20.0
1468,44.07,24.35,20.0
1469,49.380001,24.84,15.44
1470,58.990002,26.12,15.44
1471,67.040001,39.11,20.0
1472,66.75,42.08,21.24
1473,58.200001,49.9,39.0
1474,49.509998,64.68,39.0
1475,44.720001,65.0,40.0
1476,44.150002,80.52,49.51
1477,42.759998,80.0,47.96
1478,43.189999,67.0,44.07
1479,44.900002,60.0,43.12
1480,46.98,56.95,43.46
1481,56.360001,46.33,42.28
1482,67.68,49.0,44.28
1483,70.0,60.08,60.08
1484,60.220001,85.0,54.11
1485,54.740002,65.0,41.92
1486,52.240002,38.67,19.0
1487,38.810001,37.61,19.0
1488,48.119999,34.72,20.0
1489,45.029999,25.6,20.0
1490,43.189999,25.25,20.0
1491,37.27,25.3,20.0
1492,37.0,25.32,25.32
1493,46.470001,43.0,25.47
1494,55.799999,43.0,26.41
1495,62.009998,46.47,46.47
1496,65.709999,52.38,52.38
1497,64.93,52.08,52.08
1498,60.049999,65.71,65.71
1499,56.450001,90.0,64.93
1500,55.0,90.0,60.2
1501,53.98,63.0,60.66
1502,53.23,55.77,55.77
1503,53.490002,53.98,39.5
1504,53.07,42.91,39.5
1505,56.09,41.75,41.75
1506,62.130001,41.98,37.0
1507,66.139999,56.09,38.0
1508,57.599998,62.13,62.13
1509,53.099998,42.15,42.15
1510,50.57,41.15,36.0
1511,46.130001,40.74,35.0
1512,45.630001,39.68,20.71
1513,44.25,37.51,20.0
1514,42.650002,36.14,14.0
1515,42.029999,28.4,13.6
1516,42.349998,28.3,12.0
1517,48.040001,33.93,13.67
1518,57.310001,39.32,18.55
1519,66.449997,48.04,37.0
1520,69.639999,54.57,38.0
1521,65.18,66.45,40.0
1522,60.139999,69.64,40.0
1523,57.639999,68.25,40.35
1524,55.009998,66.35,66.35
1525,47.130001,66.39,40.0
1526,44.240002,65.19,38.0
1527,45.799999,63.21,37.0
1528,51.990002,55.1,37.0
1529,58.91,65.34,33.5
1530,65.739998,63.22,35.14
1531,65.370003,67.43,37.0
1532,59.169998,70.82,37.09
1533,55.34,65.09,39.0
1534,53.150002,41.6,37.0
1535,48.169998,40.65,33.0
1536,48.0,39.94,31.0
1537,45.849998,38.28,17.78
1538,42.52,24.85,15.0
1539,38.720001,24.01,24.01
1540,38.400002,21.46,18.0
1541,39.48,20.9,17.9
1542,40.459999,20.93,17.93
1543,46.48,20.98,20.98
1544,48.029999,20.98,20.98
1545,45.610001,20.98,20.98
1546,39.939999,29.68,23.9
1547,32.77,31.25,24.39
1548,25.040001,31.0,24.05
1549,20.799999,28.0,22.11
1550,19.309999,28.0,22.61
1551,19.59,28.8,20.8
1552,21.77,24.9,16.8
1553,42.810001,19.59,16.8
1554,44.099998,21.77,21.77
1555,49.830002,25.11,25.11
1556,22.129999,27.0,24.85
1557,20.77,24.13,24.13
1558,21.0,22.13,16.0
1559,19.67,20.77,16.0
1560,16.91,20.92,16.0
1561,16.48,19.55,19.55
1562,16.209999,16.91,16.91
1563,16.700001,16.48,16.48
1564,17.85,16.21,16.21
1565,20.0,16.7,16.7
1566,20.35,17.85,17.85
1567,20.91,20.0,20.0
1568,35.68,20.35,15.0
1569,37.580002,20.91,11.75
1570,38.130001,23.47,15.0
1571,38.790001,24.23,18.61
1572,38.549999,24.26,16.0
1573,37.52,24.16,16.2
1574,38.110001,24.03,18.61
1575,40.0,23.95,10.0
1576,42.400002,24.15,10.0
1577,47.669998,24.54,11.0
1578,55.84,25.47,13.71
1579,60.91,48.0,22.0
1580,56.77,52.0,42.88
1581,54.27,52.0,43.64
1582,53.0,46.04,41.14
1583,48.990002,41.43,20.0
1584,47.299999,39.09,20.0
1585,45.5,34.02,20.0
1586,44.48,27.25,20.0
1587,43.02,27.39,20.0
1588,45.0,27.62,27.12
1589,50.060001,30.08,30.08
1590,63.919998,40.53,40.53
1591,79.269997,48.17,48.17
1592,86.660004,63.92,63.92
1593,69.57,95.01,79.27
1594,59.34,101.0,86.66
1595,57.73,69.57,46.1
1596,55.77,59.34,46.1
1597,54.48,57.73,43.1
1598,54.150002,55.77,42.0
1599,55.41,54.48,42.0
1600,58.639999,52.47,41.0
1601,70.0,55.1,39.0
1602,100.870003,58.64,39.0
1603,103.709999,70.0,39.0
1604,66.18,97.95,97.95
1605,59.16,100.29,100.29
1606,56.869999,56.72,56.72
1607,53.139999,50.06,50.06
1608,47.52,42.59,42.59
1609,46.66,35.57,35.57
1610,43.77,31.91,31.91
1611,43.09,30.65,28.62
1612,43.59,30.97,28.45
1613,49.450001,31.5,28.46
1614,61.700001,33.46,29.69
1615,73.400002,97.0,49.45
1616,81.349998,56.88,56.88
1617,72.550003,74.0,73.4
1618,63.02,90.0,81.35
1619,59.700001,94.14,72.55
1620,57.939999,93.46,63.02
1621,56.470001,59.7,41.0
1622,56.490002,57.94,41.0
1623,57.389999,58.53,39.17
1624,57.049999,56.49,45.0
1625,65.0,55.61,55.61
1626,92.370003,57.05,57.05
1627,93.300003,65.0,41.0
1628,70.0,92.37,41.0
1629,61.700001,80.72,37.0
1630,58.299999,53.24,37.12
1631,53.57,47.38,38.19
1632,55.57,41.95,38.0
1633,53.049999,39.95,36.0
1634,50.029999,40.39,31.0
1635,49.040001,39.98,29.47
1636,49.0,39.92,29.47
1637,54.389999,39.96,29.47
1638,60.349998,48.58,29.47
1639,92.730003,67.7,31.0
1640,149.979996,71.48,32.5
1641,99.669998,92.73,35.0
1642,71.089996,149.98,37.0
1643,72.860001,99.67,38.0
1644,69.989998,71.09,40.0
1645,47.110001,72.86,72.86
1646,46.889999,69.99,69.99
1647,47.099998,65.35,65.35
1648,49.029999,69.03,39.0
1649,56.52,69.6,38.0
1650,70.029999,72.33,39.0
1651,48.080002,75.93,38.0
1652,45.040001,85.99,37.0
1653,41.360001,48.08,36.0
1654,36.220001,39.83,33.0
1655,24.370001,39.33,32.0
1656,18.07,35.49,32.0
1657,15.47,24.37,24.37
1658,13.95,22.0,18.07
1659,14.53,23.0,15.47
1660,16.92,29.75,13.95
1661,19.860001,29.75,14.53
1662,24.370001,31.77,16.92
1663,36.990002,35.67,35.67
1664,37.630001,45.15,45.15
1665,37.470001,47.54,47.54
1666,35.84,51.0,48.82
1667,35.759998,51.0,48.82
1668,36.970001,48.4,48.4
1669,30.27,48.44,48.44
1670,26.209999,48.42,48.42
1671,30.77,48.43,48.43
1672,34.09,44.5,43.7
1673,38.029999,44.5,39.68
1674,39.040001,42.15,38.31
1675,35.919998,45.2,45.2
1676,26.299999,52.0,48.45
1677,24.639999,110.0,35.92
1678,22.58,48.0,26.3
1679,16.629999,44.5,24.64
1680,17.610001,43.5,22.58
1681,16.190001,29.0,16.63
1682,16.02,17.61,10.91
1683,16.370001,16.19,-0.49
1684,22.02,16.02,-0.49
1685,25.559999,16.37,0.0
1686,28.67,22.02,12.78
1687,39.18,25.56,16.86
1688,37.099998,28.67,23.0
1689,28.790001,39.18,39.18
1690,28.790001,188.0,42.89
1691,28.5,446.93,42.87
1692,27.99,87.0,45.07
1693,27.459999,79.0,46.75
1694,27.030001,158.0,47.82
1695,26.91,100.0,47.17
1696,28.209999,98.0,43.88
1697,39.990002,80.0,42.86
1698,50.580002,68.6,45.7
1699,52.84,58.0,46.49
1700,37.950001,98.0,57.12
1701,31.559999,42.0,42.0
1702,34.299999,37.2,31.92
1703,32.810001,67.0,30.8
1704,26.43,61.5,24.3
1705,25.190001,27.87,24.0
1706,25.120001,26.43,24.0
1707,25.16,25.19,25.19
1708,25.530001,25.12,25.12
1709,26.290001,26.7,25.16
1710,25.719999,26.7,25.53
1711,26.57,26.29,26.29
1712,28.41,25.72,25.72
1713,28.959999,26.57,26.57
1714,28.99,34.99,28.0
1715,28.719999,36.22,31.0
1716,28.43,35.26,35.26
1717,28.139999,31.86,31.86
1718,27.49,28.58,28.58
1719,27.51,28.14,28.14
1720,28.5,27.49,27.49
1721,37.060001,27.51,27.51
1722,40.23,33.0,28.5
1723,41.610001,37.06,37.06
1724,29.610001,40.23,40.23
1725,28.32,41.61,41.61
1726,27.43,29.61,29.61
1727,26.08,28.32,28.32
1728,28.08,27.43,27.43
1729,28.01,26.08,26.08
1730,27.700001,33.0,28.08
1731,27.07,32.5,28.01
1732,27.66,28.5,27.7
1733,28.049999,32.0,27.07
1734,25.85,33.0,27.66
1735,26.639999,37.67,28.05
1736,28.299999,33.71,25.85
1737,28.950001,26.64,26.64
1738,29.07,28.3,28.3
1739,28.969999,28.95,28.95
1740,28.690001,36.0,29.07
1741,28.16,33.99,28.97
1742,28.08,28.69,25.2
1743,28.549999,28.16,24.79
1744,29.200001,28.08,24.79
1745,34.959999,28.55,26.0
1746,49.509998,29.2,28.2
1747,57.279999,34.96,34.96
1748,45.029999,43.88,40.0
1749,43.759998,44.38,42.0
1750,43.119999,43.72,39.0
1751,38.790001,42.49,35.0
1752,32.959999,41.87,34.0
1753,32.189999,36.71,33.0
1754,32.029999,32.96,32.0
1755,32.080002,32.19,30.0
1756,32.599998,32.03,30.0
1757,41.34,32.08,28.0
1758,55.599998,32.6,30.5
1759,62.470001,53.31,37.0
1760,64.889999,63.07,40.0
1761,61.549999,65.89,41.0
1762,55.049999,71.27,71.27
1763,50.419998,65.88,65.88
1764,47.98,65.92,65.92
1765,45.200001,61.31,61.31
1766,40.77,57.89,57.89
1767,40.5,57.89,57.89
1768,42.610001,57.88,57.88
1769,50.599998,55.68,55.68
1770,63.490002,56.08,56.08
1771,66.300003,93.46,71.27
1772,59.93,77.51,77.51
1773,55.900002,65.7,65.7
1774,50.759998,44.82,44.82
1775,46.860001,43.6,43.6
1776,44.369999,42.69,42.69
1777,43.689999,33.01,33.01
1778,43.700001,49.57,32.28
1779,43.080002,31.69,31.69
1780,44.099998,31.31,31.31
1781,47.400002,31.52,31.52
1782,59.099998,47.59,38.99
1783,66.290001,62.04,62.04
1784,68.919998,69.02,69.02
1785,62.490002,72.82,72.82
1786,59.93,68.92,68.92
1787,58.619999,62.49,62.49
1788,54.84,59.93,59.93
1789,48.080002,69.63,69.63
1790,48.610001,58.06,58.06
1791,52.98,58.15,58.15
1792,59.990002,64.84,64.84
1793,65.959999,57.81,57.81
1794,70.699997,50.89,50.89
1795,77.709999,65.96,65.96
1796,61.400002,70.7,70.7
1797,56.009998,70.0,51.05
1798,53.880001,55.0,47.1
1799,49.189999,51.0,44.05
1800,46.139999,43.02,43.02
1801,45.470001,35.62,35.62
1802,44.450001,31.91,31.91
1803,44.400002,33.88,33.88
1804,45.389999,33.68,33.68
1805,48.830002,34.05,34.05
1806,53.810001,38.0,38.0
1807,63.209999,45.03,45.03
1808,64.0,51.53,51.53
1809,62.549999,63.21,63.21
1810,57.509998,64.0,64.0
1811,59.57,62.55,62.55
1812,54.82,67.0,57.51
1813,51.689999,67.0,59.57
1814,50.310001,54.82,54.82
1815,49.950001,51.52,51.52
1816,55.639999,48.75,45.0
1817,66.199997,48.5,42.0
1818,77.790001,53.69,42.0
1819,85.0,66.2,42.0
1820,69.279999,107.58,77.79
1821,64.550003,109.0,58.32
1822,62.459999,44.4,44.0
1823,60.459999,43.42,43.42
1824,51.119999,42.16,42.16
1825,49.560001,39.31,39.31
1826,48.169998,30.1,30.1
1827,47.939999,30.53,30.53
1828,47.029999,30.22,30.22
1829,51.529999,30.51,30.51
1830,66.050003,38.98,38.98
1831,79.150002,41.8,41.8
1832,78.339996,43.69,43.69
1833,75.0,73.09,73.09
1834,69.510002,78.34,78.34
1835,68.0,73.34,73.34
