,Spot,Up,Down
14027,292.660004,443.96,443.96
14028,294.01001,750.03,750.03
14029,294.679993,792.19,792.19
14030,307.769989,797.98,797.98
14031,329.859985,447.93,447.93
14032,406.019989,478.96,478.96
14033,439.980011,466.93,466.93
14034,495.899994,479.64,300.0
14035,493.850006,861.11,861.11
14036,455.0,797.99,797.99
14037,429.149994,495.22,495.22
14038,391.200012,455.0,455.0
14039,330.76001,429.15,429.15
14040,298.920013,311.71,311.71
14041,298.950012,330.76,330.76
14042,289.200012,260.62,229.5
14043,295.75,259.53,100.0
14044,320.01001,249.94,103.0
14045,382.920013,249.95,228.5
14046,414.980011,320.01,234.5
14047,426.220001,382.92,382.92
14048,383.98999,414.98,414.98
14049,310.089996,426.22,426.22
14050,282.440002,383.99,383.99
14051,277.570007,335.0,329.93
14052,258.940002,327.52,327.52
14053,260.640015,317.76,317.76
14054,266.890015,300.0,235.5
14055,289.369995,325.3,235.5
14056,351.339996,294.46,230.0
14057,420.0,272.94,230.0
14058,469.799988,335.03,335.03
14059,469.720001,349.23,349.23
14060,428.670013,329.9,329.9
14061,406.450012,262.77,262.77
14062,343.309998,220.95,220.95
14063,297.01001,200.06,-1.0
14064,286.980011,22.1,-1.0
14065,298.709991,15.01,-1.0
14066,285.600006,3.58,-1.0
14067,293.98999,3.53,-8.41
14068,297.73999,3.55,-8.41
14069,343.670013,3.67,-6.04
14070,392.980011,5.24,-5.03
14071,395.51001,14.79,-0.5
14072,356.26001,36.78,0.0
14073,302.899994,256.13,256.13
14074,284.899994,270.41,270.41
14075,274.76001,286.01,286.01
14076,253.0,284.9,0.0
14077,253.960007,274.23,-2.52
14078,272.339996,246.93,-5.03
14079,303.100006,242.68,-5.03
14080,353.0,239.95,0.0
14081,409.929993,239.95,239.95
14082,449.0,239.91,239.91
14083,454.730011,243.21,243.21
14084,420.0,220.03,220.03
14085,406.839996,20.29,20.29
14086,355.01001,18.36,-2.41
14087,309.920013,2.41,0.48
14088,300.029999,0.51,-20.0
14089,310.0,0.15,-20.0
14090,306.299988,0.09,-20.0
14091,312.0,0.05,0.0
14092,347.059998,3.03,0.05
14093,406.649994,3.03,0.09
14094,419.970001,0.56,0.56
14095,414.899994,15.0,1.48
14096,397.160004,205.0,18.55
14097,355.100006,390.0,199.8
14098,313.970001,390.0,199.94
14099,298.970001,390.0,199.8
14100,269.859985,390.0,194.69
14101,267.859985,193.85,0.0
14102,294.0,179.9,-0.5
14103,334.799988,152.61,-0.5
14104,401.309998,111.04,-0.5
14105,450.0,100.0,-0.5
14106,539.900024,240.0,179.94
14107,534.75,312.76,219.66
14108,446.0,380.0,223.77
14109,414.98999,330.0,179.94
14110,390.0,250.0,96.75
14111,422.100006,210.0,30.26
14112,405.0,19.23,19.23
14113,395.690002,25.09,25.09
14114,391.950012,25.01,-1.0
14115,402.559998,25.02,-1.0
14116,408.0,26.01,-0.5
14117,469.209991,27.33,-0.5
14118,513.309998,29.56,-0.5
14119,508.0,248.15,2.5
14120,472.559998,450.0,314.06
14121,419.899994,450.0,345.24
14122,405.600006,450.0,354.16
14123,376.390015,435.0,351.16
14124,328.450012,405.6,405.6
14125,334.369995,376.39,280.5
14126,372.089996,328.45,280.5
14127,393.23999,322.95,280.5
14128,448.079987,311.35,280.5
14129,489.98999,309.86,309.86
14130,560.0,376.15,376.15
14131,565.400024,426.11,407.0
14132,507.779999,349.93,349.93
14133,469.470001,300.05,240.0
14134,424.019989,285.14,240.0
14135,427.230011,259.99,240.0
14136,400.709991,242.53,200.0
14137,387.869995,88.23,88.23
14138,374.089996,149.92,149.92
14139,375.790009,193.96,193.96
14140,382.76001,276.61,180.0
14141,379.899994,254.59,254.59
14142,388.73999,266.35,266.35
14143,399.899994,318.06,22.0
14144,374.5,344.39,22.0
14145,333.410004,325.31,22.0
14146,300.019989,374.5,374.5
14147,247.220001,328.4,328.4
14148,192.110001,310.31,310.31
14149,213.619995,307.3,307.3
14150,292.049988,288.34,288.34
14151,341.76001,301.95,301.95
14152,412.299988,281.59,281.59
14153,466.200012,319.13,263.0
14154,503.26001,398.83,263.0
14155,504.700012,466.2,340.0
14156,479.940002,384.66,384.66
14157,461.910004,294.92,294.92
14158,425.890015,301.02,301.02
14159,416.299988,263.58,263.58
14160,397.200012,155.29,155.29
14161,377.899994,269.56,269.56
14162,354.0,265.86,265.86
14163,350.059998,264.29,264.29
14164,351.01001,246.14,246.14
14165,352.769989,230.69,230.69
14166,350.049988,241.14,241.14
14167,355.170013,149.99,149.99
14168,339.940002,249.88,249.88
14169,309.0,308.97,308.97
14170,249.580002,328.81,328.81
14171,136.720001,309.0,309.0
14172,84.93,308.61,308.61
14173,74.019997,310.69,310.69
14174,164.369995,311.13,311.13
14175,261.690002,305.56,305.56
14176,343.519989,329.99,329.99
14177,415.899994,345.0,329.96
14178,454.910004,449.96,449.96
14179,459.959991,459.69,459.69
14180,462.600006,548.0,459.37
14181,444.48999,548.0,459.54
14182,397.700012,600.0,462.6
14183,161.050003,560.0,455.42
14184,161.050003,398.79,398.79
14185,360.640015,227.0,198.21
14186,350.0,250.0,160.67
14187,352.98999,93.17,15.0
14188,363.589996,115.21,15.0
14189,381.410004,189.0,36.0
14190,429.119995,344.14,343.14
14191,467.339996,598.0,338.69
14192,452.799988,458.71,428.71
14193,431.410004,550.0,466.99
14194,407.059998,699.0,520.02
14195,402.309998,699.0,520.05
14196,392.130005,520.08,520.08
14197,392.769989,520.01,520.01
14198,380.089996,458.7,458.7
14199,400.049988,578.0,520.01
14200,448.839996,525.01,520.01
14201,495.0,750.0,520.01
14202,520.01001,525.04,520.04
14203,555.719971,650.0,520.03
14204,536.690002,800.0,456.76
14205,507.0,598.0,329.92
14206,475.420013,335.0,324.76
14207,465.26001,310.0,200.0
14208,430.649994,27.28,-1.0
14209,430.940002,23.14,-2.38
14210,416.420013,29.74,-2.38
14211,422.589996,29.23,-2.38
14212,440.98999,28.73,-2.38
14213,502.519989,29.56,-2.38
14214,517.98999,145.1,-2.5
14215,514.900024,580.0,245.0
14216,488.440002,850.0,327.33
14217,450.0,5000.0,549.97
14218,424.950012,1500.0,598.98
14219,417.079987,599.99,599.99
14220,410.059998,598.93,250.0
14221,410.089996,619.74,250.0
14222,418.059998,549.94,282.0
14223,442.529999,507.51,282.0
14224,506.910004,398.77,398.77
14225,600.049988,416.4,416.4
14226,664.890015,580.0,380.06
14227,662.049988,700.0,378.2
14228,648.380005,650.0,299.99
14229,580.0,229.99,95.0
14230,513.280029,209.78,209.78
14231,523.940002,57.0,0.0
14232,483.880005,13.75,0.0
14233,472.130005,1.92,-1.9
14234,459.220001,1.23,-9.0
14235,463.420013,0.82,-6.2
14236,489.640015,1.94,-6.21
14237,547.73999,4.56,-6.21
14238,597.039978,31.71,-7.09
14239,616.330017,50.05,-1.5
14240,575.099976,229.99,229.99
14241,549.969971,324.91,324.91
14242,526.890015,400.0,324.98
14243,509.089996,352.4,125.0
14244,500.0,359.98,147.0
14245,493.089996,324.98,56.0
14246,509.470001,314.96,110.0
14247,541.599976,305.72,305.72
14248,593.299988,317.27,75.0
14249,676.039978,304.95,150.0
14250,747.929993,304.95,56.0
14251,681.0,299.58,125.0
14252,629.090027,289.17,75.0
14253,552.030029,230.0,230.0
14254,508.920013,239.78,239.78
14255,523.919983,149.91,149.91
14256,479.899994,37.86,37.86
14257,480.0,50.04,50.04
14258,474.459991,500.0,50.76
14259,478.130005,500.0,64.13
14260,499.23999,400.0,70.03
14261,550.0,400.0,199.99
14262,598.900024,880.0,378.52
14263,620.099976,845.51,549.92
14264,613.590027,599.99,599.99
14265,610.190002,1000.0,630.19
14266,577.650024,900.0,630.14
14267,559.869995,999.0,630.12
14268,563.109985,1500.0,593.15
14269,543.340027,1500.0,630.15
14270,541.900024,1000.0,667.04
14271,586.22998,1100.0,630.12
14272,593.969971,1000.0,599.99
14273,642.98999,990.0,589.81
14274,657.97998,999.0,616.96
14275,646.960022,990.0,650.01
14276,600.059998,800.0,658.25
14277,562.820007,570.93,570.93
14278,524.929993,545.61,525.61
14279,510.089996,366.71,366.71
14280,467.630005,220.01,220.01
14281,450.100006,200.0,200.0
14282,434.140015,214.03,214.03
14283,439.390015,216.77,216.77
14284,469.619995,200.0,200.0
14285,528.210022,229.99,229.99
14286,571.23999,1000.0,280.46
14287,587.559998,690.0,501.54
14288,575.0,571.83,571.83
14289,566.0,589.31,589.31
14290,547.26001,576.32,576.32
14291,527.799988,887.23,568.44
14292,488.23999,1600.0,550.86
14293,461.140015,1000.0,540.12
14294,461.170013,806.57,493.32
14295,490.859985,806.44,471.59
14296,517.419983,672.14,471.11
14297,545.559998,1500.0,490.86
14298,568.98999,999.0,517.42
14299,569.400024,535.28,471.0
14300,550.0,457.83,406.99
14301,530.580017,402.78,322.5
14302,504.929993,358.03,322.5
14303,512.090027,229.99,229.99
14304,500.049988,50.07,50.07
14305,480.089996,60.1,60.1
14306,460.040009,68.0,60.03
14307,452.609985,68.0,54.82
14308,452.149994,68.0,56.89
14309,471.690002,38.64,38.64
14310,475.029999,34.35,34.35
14311,484.929993,26.3,26.3
14312,480.019989,33.65,33.65
14313,464.5,69.91,69.91
14314,443.190002,175.09,175.09
14315,432.480011,177.01,177.01
14316,364.679993,80.06,80.06
14317,344.130005,27.9,27.9
14318,339.279999,16.68,3.0
14319,361.230011,15.88,4.5
14320,402.559998,21.07,4.5
14321,475.059998,27.28,5.0
14322,529.909973,75.0,53.94
14323,552.47998,80.0,78.22
14324,540.090027,80.0,79.09
14325,514.119995,62.25,-11.2
14326,458.959991,37.4,-12.19
14327,430.269989,23.17,23.17
14328,381.0,9.99,0.0
14329,374.940002,0.62,0.0
14330,344.269989,0.5,0.0
14331,323.0,0.44,-0.06
14332,324.070007,0.46,-0.04
14333,365.98999,0.49,0.49
14334,348.350006,0.64,0.64
14335,332.0,6.21,6.21
14336,317.26001,34.24,2.5
14337,254.520004,74.36,2.5
14338,176.880005,74.91,9.65
14339,97.309998,61.18,61.18
14340,77.459999,71.32,71.32
14341,97.339996,65.0,48.82
14342,204.210007,30.75,5.0
14343,313.880005,28.75,2.5
14344,455.0,29.93,2.5
14345,530.0,32.19,32.19
14346,592.0,24.99,24.99
14347,623.890015,42.18,42.18
14348,609.960022,31.77,31.77
14349,595.460022,22.0,22.0
14350,570.109985,48.67,48.67
14351,504.25,9.93,9.93
14352,477.420013,7.02,7.02
14353,467.940002,4.55,4.55
14354,447.929993,3.04,-1.02
14355,450.019989,2.38,-1.02
14356,497.079987,2.38,-0.5
14357,561.73999,3.12,0.0
14358,599.900024,150.01,150.01
14359,610.0,342.93,342.93
14360,595.590027,429.43,429.43
14361,583.460022,540.82,540.82
14362,567.5,557.49,444.0
14363,534.299988,569.46,384.0
14364,540.909973,553.88,425.0
14365,557.059998,484.37,370.0
14366,577.200012,439.94,365.0
14367,586.669983,439.99,365.0
14368,613.549988,530.21,413.0
14369,640.0,557.52,460.0
14370,675.549988,565.96,500.0
14371,679.969971,624.64,398.0
14372,629.630005,565.92,385.5
14373,588.859985,557.7,380.0
14374,545.0,439.93,380.0
14375,550.0,430.0,380.0
14376,504.730011,279.95,279.95
14377,507.0,210.22,210.22
14378,500.570007,170.0,170.0
14379,503.320007,156.05,156.05
14380,531.02002,169.96,169.96
14381,627.950012,299.0,230.0
14382,668.210022,352.95,352.95
14383,680.0,627.95,627.95
14384,640.099976,652.17,652.17
14385,614.01001,680.0,680.0
14386,551.400024,640.1,640.1
14387,518.710022,614.01,614.01
14388,518.460022,551.4,551.4
14389,549.809998,548.88,548.88
14390,572.780029,518.46,518.46
14391,604.429993,549.81,420.0
14392,648.150024,570.06,481.0
14393,713.650024,599.96,509.5
14394,794.950012,632.6,632.6
14395,771.0,696.52,696.52
14396,708.830017,810.0,749.44
14397,644.0,806.78,625.06
14398,599.98999,601.0,584.92
14399,581.799988,500.0,444.99
14400,550.0,450.0,304.04
14401,550.190002,450.0,260.3
14402,535.97998,215.52,215.52
14403,539.01001,199.99,199.99
14404,574.179993,182.97,182.97
14405,648.0,160.67,160.67
14406,683.25,254.11,254.11
14407,694.26001,355.52,355.52
14408,649.919983,550.0,471.28
14409,588.059998,550.0,512.07
14410,576.890015,562.27,562.27
14411,516.119995,573.94,495.0
14412,541.969971,563.05,430.0
14413,545.109985,503.74,430.0
14414,577.340027,480.07,443.0
14415,613.47998,521.76,521.76
14416,672.330017,518.08,518.08
14417,750.0,499.93,499.93
14418,850.0,513.05,513.05
14419,783.559998,534.94,534.94
14420,724.960022,499.9,499.9
14421,659.369995,431.49,431.49
14422,578.419983,552.03,552.03
14423,535.200012,431.08,431.08
14424,522.919983,255.33,255.33
14425,520.070007,263.0,194.92
14426,513.059998,360.0,188.53
14427,518.599976,360.0,199.47
14428,530.070007,330.0,211.92
14429,606.609985,263.75,263.75
14430,668.23999,285.95,285.95
14431,689.869995,489.99,449.5
14432,639.340027,662.03,662.03
14433,576.98999,690.48,690.48
14434,535.039978,640.23,640.23
14435,505.880005,600.01,600.01
14436,504.190002,584.48,584.48
14437,502.589996,576.85,460.0
14438,524.960022,567.47,460.0
14439,564.349976,502.59,460.0
14440,686.799988,524.96,476.0
14441,714.22998,550.8,521.1
14442,766.789978,686.8,580.0
14443,760.0,714.23,714.23
14444,710.0,748.39,748.39
14445,673.400024,741.76,741.76
14446,626.72998,740.0,640.0
14447,607.150024,690.0,470.03
14448,580.070007,299.16,0.0
14449,572.530029,206.93,150.0
14450,571.039978,194.65,150.0
14451,569.210022,149.99,149.99
14452,598.98999,145.71,0.0
14453,750.0,142.06,0.0
14454,769.22998,199.1,0.0
14455,802.98999,340.99,340.99
14456,781.619995,530.0,499.94
14457,763.200012,619.96,619.96
14458,750.030029,762.86,762.86
14459,702.330017,753.73,753.73
14460,676.880005,750.03,750.03
14461,643.549988,685.47,685.47
14462,665.929993,660.64,660.64
14463,685.559998,678.26,678.26
14464,750.01001,649.94,649.94
14465,770.0,611.42,611.42
14466,780.0,748.85,748.85
14467,778.539978,770.0,770.0
14468,770.0,600.0,552.68
14469,747.73999,550.0,476.46
14470,700.0,505.0,301.07
14471,685.140015,420.0,200.01
14472,644.200012,135.84,135.84
14473,636.799988,144.98,144.98
14474,587.900024,110.36,110.36
14475,563.469971,138.92,138.92
14476,573.099976,140.08,140.08
14477,580.900024,121.62,121.62
14478,636.0,143.62,143.62
14479,682.590027,153.3,153.3
14480,685.950012,144.92,144.92
14481,660.75,199.48,199.48
14482,601.840027,218.11,218.11
14483,578.030029,349.99,349.99
14484,488.820007,297.58,297.58
14485,500.160004,399.0,260.09
14486,461.730011,399.0,218.8
14487,489.190002,398.0,190.0
14488,554.669983,398.0,178.2
14489,669.909973,575.0,247.51
14490,704.619995,600.0,294.17
14491,700.059998,590.0,379.96
14492,665.97998,550.0,389.98
14493,659.940002,535.0,379.99
14494,576.390015,641.5,484.94
14495,585.030029,641.5,261.41
14496,491.399994,565.0,234.18
14497,467.700012,590.0,221.81
14498,430.0,495.0,190.43
14499,425.970001,183.02,5.09
14500,409.920013,164.42,2.0
14501,427.290009,134.35,1.0
14502,441.910004,119.81,1.0
14503,467.450012,82.02,0.95
14504,437.619995,151.88,2.0
14505,275.089996,204.05,204.05
14506,256.880005,230.01,230.01
14507,115.980003,560.0,233.1
14508,75.800003,550.0,250.72
14509,13.29,550.0,231.87
14510,62.16,540.0,226.81
14511,105.919998,219.82,219.82
14512,336.200012,214.33,214.33
14513,579.23999,210.0,25.54
14514,676.400024,239.95,197.5
14515,700.75,265.1,265.1
14516,645.309998,228.44,228.44
14517,606.700012,590.0,240.0
14518,590.030029,571.0,238.56
14519,590.849976,191.13,35.0
14520,544.140015,135.25,-6.0
14521,523.299988,8.28,-6.02
14522,521.030029,7.68,-8.71
14523,516.070007,6.95,-8.72
14524,582.359985,6.96,-8.28
14525,231.449997,9.99,-6.5
14526,769.919983,87.73,-5.98
14527,793.98999,207.0,-4.0
14528,668.059998,391.13,1.0
14529,661.359985,559.98,4.0
14530,574.27002,529.99,529.99
14531,548.77002,529.97,529.97
14532,553.419983,560.48,551.0
14533,541.570007,499.07,469.5
14534,548.409973,466.74,399.5
14535,645.72998,481.71,403.0
14536,773.909973,449.95,449.95
14537,837.659973,401.09,401.09
14538,871.0,675.0,449.96
14539,860.890015,683.0,483.32
14540,800.0,659.0,441.2
14541,762.47998,655.0,340.75
14542,615.909973,299.99,299.99
14543,617.48999,144.99,0.37
14544,595.070007,18.69,-1.3
14545,585.01001,21.02,-1.28
14546,584.960022,19.65,-0.5
14547,594.98999,20.07,4.0
14548,612.549988,20.41,4.0
14549,763.299988,36.08,3.36
14550,778.059998,139.93,18.5
14551,791.309998,305.37,305.37
14552,759.950012,759.38,759.38
14553,664.789978,772.31,660.0
14554,580.26001,753.08,651.5
14555,569.340027,715.28,350.0
14556,571.950012,580.26,320.0
14557,553.97998,569.34,136.0
14558,581.299988,571.95,20.0
14559,573.890015,553.98,2.11
14560,746.77002,581.3,1.0
14561,793.710022,573.89,130.0
14562,855.460022,694.95,140.0
14563,765.98999,774.66,140.0
14564,705.0,799.97,4.0
14565,626.73999,739.5,4.0
14566,573.799988,567.53,4.0
14567,531.47998,340.76,3.79
14568,523.309998,197.51,3.76
14569,541.869995,23.46,4.0
14570,498.160004,29.28,24.49
14571,541.830017,29.02,23.45
14572,543.26001,28.81,22.85
14573,649.98999,466.0,23.2
14574,724.460022,480.0,134.79
14575,736.969971,681.68,277.25
14576,697.719971,704.0,620.0
14577,633.309998,710.0,703.74
14578,644.830017,700.0,643.86
14579,552.929993,677.5,633.31
14580,529.080017,644.83,540.0
14581,496.980011,552.93,320.0
14582,519.640015,529.08,320.0
14583,541.809998,496.98,496.98
14584,641.73999,423.2,423.2
14585,720.669983,431.96,431.96
14586,750.0,341.59,128.0
14587,714.450012,342.72,225.0
14588,677.26001,334.32,128.0
14589,563.52002,272.33,40.0
14590,532.51001,284.85,14.53
14591,490.769989,195.01,5.0
14592,484.359985,24.94,0.29
14593,486.339996,25.04,0.5
14594,480.019989,26.79,5.0
14595,495.179993,27.06,5.0
14596,532.799988,28.0,11.0
14597,644.710022,29.05,11.0
14598,669.210022,80.05,11.0
14599,665.460022,249.99,20.0
14600,614.150024,495.83,32.97
14601,567.929993,524.72,32.97
14602,522.02002,599.85,599.85
14603,495.26001,567.93,188.0
14604,491.549988,522.02,323.0
14605,511.25,495.26,300.0
14606,539.650024,448.04,351.0
14607,559.969971,367.88,186.0
14608,631.450012,368.6,187.0
14609,686.22998,496.15,496.15
14610,729.900024,495.53,483.5
14611,702.090027,626.59,520.0
14612,640.719971,594.11,594.11
14613,572.539978,329.96,18.37
14614,495.190002,318.51,18.36
14615,456.049988,249.99,17.99
14616,418.73999,134.63,8.0
14617,395.350006,36.36,8.0
14618,362.679993,40.03,29.98
14619,391.730011,43.83,43.83
14620,445.420013,45.35,45.35
14621,532.080017,51.46,51.46
14622,566.099976,157.97,157.97
14623,581.969971,320.88,25.0
14624,529.890015,565.09,25.0
14625,497.529999,581.97,581.97
14626,414.160004,529.89,529.89
14627,282.980011,497.53,350.0
14628,262.170013,414.16,200.0
14629,263.970001,282.98,100.0
14630,309.980011,262.17,50.0
14631,367.529999,263.97,50.0
14632,489.390015,309.98,100.0
14633,550.099976,367.53,80.0
14634,574.340027,329.97,125.0
14635,562.859985,358.07,340.0
14636,401.959991,349.93,340.0
14637,343.25,350.88,350.88
14638,210.059998,290.29,103.0
14639,224.660004,243.0,120.0
14640,182.979996,70.28,70.28
14641,182.970001,45.03,41.25
14642,182.979996,53.65,50.33
14643,182.960007,56.27,49.07
14644,224.330002,56.75,49.93
14645,268.399994,51.97,48.97
14646,361.200012,48.15,44.77
14647,390.820007,47.66,42.77
14648,369.579987,59.97,59.97
14649,201.770004,122.6,122.6
14650,128.279999,165.55,165.55
14651,75.269997,201.77,201.77
14652,51.009998,128.28,128.28
14653,77.550003,75.27,75.27
14654,161.949997,51.01,51.01
14655,240.009995,77.55,77.55
14656,295.790009,161.95,161.95
14657,442.73999,240.01,57.0
14658,513.340027,275.44,60.0
14659,456.579987,280.01,237.0
14660,260.01001,274.37,273.87
14661,182.919998,272.56,120.0
14662,61.040001,260.01,120.0
14663,63.950001,182.92,20.0
14664,64.980003,61.04,18.49
14665,77.480003,63.95,15.25
14666,65.790001,70.95,40.47
14667,65.110001,80.01,77.48
14668,60.580002,70.79,65.79
14669,57.25,70.11,65.11
14670,84.739998,66.48,60.58
14671,182.899994,66.0,57.25
14672,179.309998,84.74,84.74
14673,114.839996,115.3,115.3
14674,82.190002,179.31,179.31
14675,74.400002,114.84,114.84
14676,56.52,92.41,92.41
14677,67.089996,250.0,60.0
14678,86.629997,205.0,100.01
14679,204.119995,250.0,101.97
14680,375.0,94.77,32.6
14681,444.540009,204.12,98.0
14682,497.690002,375.0,80.0
14683,497.690002,444.54,180.0
14684,434.320007,507.5,300.0
14685,379.98999,510.33,497.69
14686,240.710007,434.32,434.32
14687,182.910004,379.99,379.99
14688,182.990005,240.71,240.71
14689,191.529999,182.91,182.91
14690,210.0,182.99,182.99
14691,233.580002,193.84,191.53
14692,358.700012,213.87,210.0
14693,459.899994,237.34,233.58
14694,506.5,360.94,358.7
14695,519.929993,459.9,459.9
14696,470.48999,509.01,506.5
14697,400.98999,519.93,519.93
14698,308.079987,478.92,370.0
14699,250.009995,431.66,260.0
14700,182.559998,466.0,259.0
14701,204.100006,466.0,379.64
14702,267.369995,343.62,343.62
14703,346.51001,293.05,293.05
14704,487.049988,379.62,379.62
14705,559.789978,391.8,391.8
14706,589.0,487.05,230.5
14707,506.820007,549.9,290.5
14708,410.059998,549.9,340.0
14709,268.440002,442.79,300.0
14710,147.970001,410.06,330.0
14711,55.740002,268.44,100.0
14712,59.490002,147.97,40.67
14713,59.669998,55.74,42.5
14714,58.57,59.49,59.49
14715,74.690002,59.67,59.67
14716,169.910004,58.57,58.57
14717,425.01001,74.69,74.69
14718,525.049988,169.91,169.91
14719,549.97998,397.2,397.2
14720,466.980011,530.0,525.05
14721,431.070007,548.26,548.26
14722,304.48999,466.98,466.98
14723,255.169998,395.75,395.75
14724,267.100006,304.49,200.0
14725,274.920013,255.17,70.0
14726,355.230011,267.1,55.0
14727,416.160004,274.92,60.0
14728,524.0,286.04,184.5
14729,564.440002,290.97,290.97
14730,570.25,287.14,287.14
14731,561.5,276.46,276.46
14732,528.909973,278.76,278.76
14733,470.01001,278.26,278.26
14734,183.009995,296.18,296.18
14735,219.970001,240.0,240.0
14736,262.329987,139.78,139.78
14737,367.450012,199.92,199.92
14738,366.109985,262.33,261.83
14739,387.670013,219.05,218.55
14740,394.01001,219.03,219.03
14741,484.679993,250.01,250.01
14742,519.900024,290.0,290.0
14743,524.77002,472.08,472.08
14744,501.179993,519.9,519.9
14745,469.940002,524.77,524.77
14746,450.380005,501.18,460.5
14747,392.980011,469.94,432.67
14748,390.390015,450.38,450.38
14749,396.649994,392.98,202.0
14750,399.970001,390.39,199.1
14751,434.640015,396.65,199.1
14752,508.470001,399.97,305.0
14753,528.369995,434.64,434.64
14754,550.01001,508.47,508.47
14755,501.799988,528.37,528.37
14756,335.570007,550.01,550.01
14757,250.0,501.8,501.8
14758,145.949997,335.57,335.57
14759,92.849998,250.0,250.0
14760,126.029999,320.0,178.4
14761,120.059998,629.0,92.85
14762,123.209999,698.01,126.03
14763,190.559998,580.0,120.06
14764,94.900002,780.0,123.21
14765,332.100006,1500.0,190.56
14766,489.25,3000.0,280.22
14767,507.809998,4899.0,332.1
14768,476.450012,4899.0,489.25
14769,420.890015,1500.0,507.31
14770,300.079987,1000.0,476.45
14771,287.299988,420.89,420.39
14772,266.940002,300.08,300.08
14773,148.320007,287.3,160.7
14774,248.339996,266.94,165.25
14775,289.329987,219.04,219.04
14776,439.339996,248.34,150.78
14777,470.299988,289.33,225.0
14778,479.970001,439.34,439.34
14779,460.959991,470.3,470.3
14780,334.929993,479.97,479.97
14781,86.860001,460.96,460.96
14782,73.889999,334.93,334.93
14783,79.870003,163.91,163.91
14784,77.959999,85.81,85.81
14785,85.730003,201.01,201.01
14786,192.600006,151.5,119.91
14787,226.869995,151.5,102.59
14788,278.700012,151.5,101.51
14789,375.579987,135.0,120.0
14790,431.0,275.88,275.88
14791,431.459991,303.89,303.89
14792,401.73999,379.41,379.41
14793,353.070007,392.1,285.0
14794,329.859985,366.97,285.0
14795,339.76001,344.6,344.6
14796,292.470001,321.95,321.95
14797,293.880005,296.52,296.52
14798,291.019989,279.06,74.77
14799,364.230011,250.27,68.5
14800,390.0,258.29,65.0
14801,435.309998,262.78,65.0
14802,467.350006,315.46,70.0
14803,465.0,419.93,419.93
14804,419.950012,449.94,359.0
14805,398.290009,388.94,319.0
14806,375.440002,300.01,250.0
14807,400.850006,161.26,161.26
14808,359.089996,82.09,82.09
14809,352.089996,91.06,91.06
14810,348.070007,90.28,90.28
14811,348.089996,91.18,91.18
14812,356.040009,93.24,93.24
14813,381.299988,117.0,95.06
14814,411.070007,117.0,98.75
14815,427.720001,110.65,85.32
14816,429.179993,100.84,100.84
14817,419.899994,308.0,190.84
14818,418.359985,312.0,240.0
14819,399.980011,312.0,259.55
14820,355.0,271.68,271.68
14821,348.98999,279.92,279.92
14822,353.390015,279.97,279.97
14823,371.980011,279.97,256.0
14824,436.23999,299.44,256.0
14825,469.519989,290.01,290.01
14826,491.859985,336.8,336.8
14827,483.980011,346.88,346.88
14828,459.950012,349.94,349.94
14829,443.970001,359.14,315.0
14830,437.01001,332.77,312.5
14831,421.450012,284.81,284.81
14832,385.070007,205.0,205.0
14833,385.059998,260.0,260.0
14834,369.220001,262.97,260.52
14835,358.540009,250.94,250.94
14836,369.019989,245.14,245.14
14837,379.019989,251.0,237.15
14838,385.01001,246.64,237.64
14839,402.130005,250.6,106.0
14840,402.130005,270.32,100.0
14841,388.5,290.45,85.0
14842,380.040009,267.96,80.0
14843,360.0,270.92,97.0
14844,295.0,271.43,97.0
14845,251.800003,266.4,266.4
14846,297.0,260.78,260.78
14847,343.100006,251.8,251.8
14848,404.320007,289.87,289.87
14849,459.98999,275.74,275.74
14850,505.940002,308.03,308.03
14851,517.200012,346.62,346.62
14852,484.940002,399.92,390.0
14853,451.26001,369.82,369.82
14854,400.0,339.4,339.4
14855,347.089996,289.95,289.95
14856,355.480011,257.91,257.91
14857,355.0,238.77,238.77
14858,349.899994,210.0,201.57
14859,353.390015,200.0,200.0
14860,389.049988,204.97,204.97
14861,466.109985,227.06,227.06
14862,502.679993,250.42,250.42
14863,502.290009,275.24,275.24
14864,458.970001,246.05,246.05
14865,405.019989,281.4,281.4
14866,359.350006,458.97,420.0
14867,351.329987,405.02,349.5
14868,329.910004,359.35,359.35
14869,336.940002,351.33,120.0
14870,344.220001,283.41,120.0
14871,385.970001,273.08,127.0
14872,471.709991,267.43,107.0
14873,515.0,277.17,149.0
14874,540.640015,270.02,146.0
14875,515.640015,250.07,180.0
14876,443.309998,250.0,238.0
14877,369.0,250.8,250.8
14878,341.959991,219.44,180.0
14879,226.889999,88.37,5.0
14880,294.929993,69.99,5.0
14881,226.919998,48.74,5.01
14882,226.919998,36.73,10.5
14883,266.980011,29.94,3.0
14884,226.949997,27.99,-4.0
14885,395.970001,28.56,-4.0
14886,445.480011,44.95,0.0
14887,461.190002,65.7,0.5
14888,443.630005,74.94,8.82
14889,422.290009,102.27,7.5
14890,428.859985,140.37,5.0
14891,335.950012,174.64,3.5
14892,325.350006,130.33,0.5
14893,322.980011,90.64,0.5
14894,334.940002,86.99,0.5
14895,358.540009,79.67,1.0
14896,362.75,79.69,2.0
14897,482.73999,71.54,5.01
14898,470.130005,69.06,11.5
14899,467.109985,69.46,15.9
14900,426.640015,119.91,15.0
14901,378.619995,67.45,15.0
